identificador;enunciated;link_do_video;comment;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;correct
SESPEPE2018R12Q78;;https://vimeo.com/436124191;" 
 Estamos diante de um RN de 35s de IG, que nasceu bem, com 2500g e recebeu alta hospitalar com 32 horas de vida, apresentando apenas icterícia em zona I. Não tinha possibilidade de incompatibilidade ABO-RH, já que tem mesma classificação sanguínea que a mãe. No entanto, no 5º dia de vida apresentou icterícia importante, zona V, com BT de 24mg/dL e perda de peso acentuada, cerca de 350g (mais de 10% do peso corporal). Vamos avaliar as alternativas: A – INCORRETA, a classificação sanguínea tranquiliza quanto à possibilidade remota de uma icterícia hemolítica, mas NÃO de dar alta com apenas 32 horas para um RN de 35s, além disso, o paciente não tem nada na história clínica que nos faça pensar em um quadro de sepse; B – INCORRETA, a rotina para alta hospitalar dos RNs é de 48 horas e não de menos de 36; C – INCORRETA, a deficiência de G6PD causa uma icterícia hemolítica, e via de regra, as icterícias hemolíticas vão se manifestar precocemente, nas primeiras 24h de vida; D – CORRETA, temos aqui os principais fatores de risco que esse RN possui, uma perda de peso acentuada e o fato de ter apenas 35s de IG; E – INCORRETA, é considerado baixo peso ao nascer quando &lt; 2500g, além disso, baixo peso por si só não é fator de risco, o fator de risco é a prematuridade.";A) O fato de a classificação sanguínea da mãe e do bebê serem semelhantes tranquiliza o profissional de saúde a liberar para casa o recém-nascido. Provavelmente essa evolução da hiperbilirrubinemia está ligada a um quadro de sepse, o que justifica a dificuldade para amamentar.;B) A alta hospitalar, antes de 36 horas de vida, é realizada de rotina para os bebês de Alojamento Conjunto, por serem bebês saudáveis e estarem em aleitamento materno, fator protetor contra a mortalidade infantil.;C) A causa mais provável para esse bebê é a deficiência de G-6-PD, pois não há justificativa para o aumento tão elevado de bilirrubina, exceto relacionado à genética.;D) A dificuldade do aleitamento materno com perda de peso maior que 7-8% em relação ao peso de nascimento e à idade gestacional de 35 semanas são os principais fatores de risco para o surgimento da hiperbilirrubinemia grave.;E) O baixo peso ao nascer de 2550g é considerado fator de risco para a hiperbilirrubinemia significante.;
SESPEPE2018R12Q76;;https://vimeo.com/436124099;" 
 Questão abordando as piodermites, que pede a alternativa CORRETA, vamos lá: A – INCORRETA, a erisipela eventualmente é causada pelo S. aureus, normalmente ela é causada pelo Streptococcus do grupo A, além disso, quem envolve o subcutâneo e que é mais profunda é a celulite e não a erisipela; B – CORRETA, conceitualmente correta; C – INCORRETA, o eritema da celulite NÃO tem limites bem definidos, enquanto a erisipela apresenta os limites bem definidos; D – INCORRETA, o ectima ocorre principalmente em membros inferiores e nádegas, e é causado pelo Streptococcus do grupo A; E – INCORRETA, a febre reumática é relacionada à faringoamigdalite e não à piodermite, além disso, tratamento precoce com antibióticos NÃO previne GNPE.";A) A erisipela é quase sempre decorrente de uma infecção por S. aureus e envolve os tecidos subcutâneos, sendo mais profunda que a celulite.;B) O impetigo crostoso (não bolhoso) é mais frequente que o bolhoso, sendo causado pelo S. aureus isoladamente ou S. aureus em associação com o estreptococo beta hemolítico do grupo A.;C) O eritema da celulite tem limites nítidos, ao contrário da erisipela que não apresenta demarcação evidente do eritema.;D) O ectima é uma lesão ulcerada que ocorre, principalmente, na face, causado, especialmente, pelo H influenzae do tipo b, em crianças menores de 2 anos.;E) O tratamento dos impetigos deve ser feito em tempo hábil, a fim de se evitarem as complicações tardias, como febre reumática e glomerulonefrite pós-estreptocócica.;
SESPEPE2018R12Q79;;https://vimeo.com/436124280;" 
 Temos aqui um RN a termo, com exame clínico normal, de genitora que teve sífilis durante a gestação, mas fez tratamento adequado com penicilina 1x semana por 3 semanas. Para esse RN precisamos solicitar apenas VDRL do neonato, já que o exame clínico está normal e a mãe foi adequadamente tratada, se o VDRL for negativo ou inferior ao da mãe, vai ser feito penicilina benzatina 50.000 UI dose única, alternativa B - CORRETA. Se o VDRL do RN for positivo e maior que o materno, aí será necessário solicitar todos os exames e tratar com penicilina cristalina ou procaína a depender do caso. A – INCORRETA, não precisamos de todos esses exames pois o tratamento é considerado ADEQUADO; C – INCORRETA, não necessariamente esse RN vai precisar desse tratamento, antes de tudo, precisa do resultado do VDRL; D – INCORRETA, como vimos, não precisamos de todos esses exames, outro erro é que se o LCR for anormal o tratamento será feito com penicilina cristalina; E – INCORRETA, devemos pedir pelo menos o VDRL do RN.";A) Solicitar hemograma, VDRL, Rx de ossos longos e LCR do neonato para avaliar início ou não da penicilina cristalina, já que o tratamento é considerado inadequado.;B) Solicitar VDRL do neonato, se negativo ou inferior ao materno, fazer penicilina G benzatina 50.000 UI/Kg em dose única IM, já que a mãe foi adequadamente tratada.;C) Iniciar imediatamente a penicilina cristalina 50.000 UI/Kg/dose 8/8h para o neonato.;D) Solicitar hemograma, VDRL, Rx de ossos longos e LCR do neonato para avaliar início da antibioticoterapia. Tratar com penicilina procaína, se sífilis congênita confirmada e LCR anormal.;E) Não há indicação de exames, já que a genitora foi adequadamente tratada.;
SESPEPE2018R12Q80;;https://vimeo.com/436124361;" 
 Questão sobre a assistência do RN termo e com boa vitalidade, vamos avaliar os itens: I – CORRETO, essas são as 3 perguntas que vamos fazer para saber se o RN vai precisar iniciar as medidas de reanimação, que são: Termo? Chorando? Bom tônus? Caso a resposta seja SIM para todas, a assistência deve ser feita junto a mãe; II – CORRETA, o RN termo e com boa vitalidade deve ficar pele a pele com a mãe e de preferência iniciar a amamentação na primeira hora de vida, pois aumenta as chances de sucesso do aleitamento materno exclusivo; III – INCORRETA, o clampeamento tardio é feito após 1-3 minutos nos RNs a termo, e não nos primeiros 20 segundos. Como temos I e II corretas, resposta letra D.";A) I.;B) II.;C) III.;D) I e II.;E) II  e III.;
UNICAMPSPSP2019R11Q33;;https://vimeo.com/436124437;" 
 Temos uma criança com cefaleia holocraniana, sem melhora com analgésico, que está associada à mudança no padrão do sono, a vômitos e irritabilidade, com inchaço nos olhos e membros inferiores nos últimos 3 dias. Paciente tem uma doença renal há 03 anos, mas não sabemos qual, no exame físico estava com PA normal, ausência de febre, enchimento capilar normal, edema bipalpebral 1+, ascite e edema de MMII 1+. Então estamos diante de uma criança com cefaleia + anasarca e a questão nos pede os diagnósticos. Quando a questão nos fala que paciente não tem febre e o enchimento capilar está normal, nos afasta o diagnóstico de meningite como causa de cefaleia e ao dizer que a PA está normal também exclui uma encefalopatia hipertensiva, portanto alternativas A e B INCORRETAS. Como paciente com PA normal e sem hematúria, também excluímos síndrome nefríticas como hipótese diagnóstica, portanto letra A e C INCORRETA. Só nos resta letra D, então lembremos que em um paciente em anasarca temos que pensar na presença de uma síndrome nefrótica, nessa síndrome o paciente perde várias proteínas e uma delas é a antitrombina III, que ao perde-la o paciente tem uma tendência à fenômenos tromboembólicos e no caso do cérebro é possível a trombose do seio venoso cerebral, essa trombose vai dificultar a drenagem do sangue e vai causar um quadro de hipertensão intracraniana e cefaleia, sendo portanto uma possibilidade diagnóstica, portanto temos como resposta letra D) Síndrome nefrótica e trombose de seio venoso cerebral.";A) Síndrome nefrítica e meningite bacteriana.;B) Síndome nefrótica e encefalopatia hipertensiva.;C) Síndrome nefrítica e insuficiência renal aguda.;D) Síndome nefrótica e trombose de seio venoso cerebral.;;
UNICAMPSPSP2019R11Q39;;https://vimeo.com/436124527;" 
 Temos aqui, um adolescente com quadro de febre há 3 dias, associada a exantema generalizado e artrite (artralgia + edema), que há 2 semanas teve quadro de disúria e secreção em pênis, portanto, teve uma uretrite. Esse paciente com um passado de uretrite tem tudo para ter uma artrite gonocócica, então, vamos encontrar o gonococo no líquido sinovial, que é um diplococo gram-negativo. Resposta letra C.";A) Bacilo gram-negativo.;B) Bacilo álcool-ácido resistente.;C)  Diplococo gram-negativo.;D) Cocobacilo gram-positivo.;;
UNICAMPSPSP2019R11Q40;;https://vimeo.com/436124602;" 
 Temos um menino de 12 anos com quadro de mal-estar, febre e dor no corpo há 18 horas, exames laboratoriais sem alterações significativas, apenas uma leucocitose leve. Mas, o paciente tem em sua história o contato com carrapato, e nesses casos, temos que lembrar da febre maculosa (doença do carrapato), que cursa com um quadro clínico bem inespecífico, mas que que traz o antecedente de contato com o carrapato. A conduta diante da febre maculosa é o tratamento com ATB, sendo a escolha a Doxiciclina, caso o paciente não tenha condição de receber medicamento via oral, outra opção é o cloranfenicol IV. Resposta letra A.";A) Iniciar doxiciclina.;B) Reavaliar em 24 horas.;C) Iniciar cefalosporina de terceira geração.;D) Investigar arbovirose.;;
UNICAMPSPSP2019R11Q41;;https://vimeo.com/436124674;" 
 Estamos diante de um lactente de 7 meses, com diarreia crônica e histórico de pneumonia de repetição (2 episódios, com 2 e 5 meses), precisando de ventilação mecânica na última. Tem histórico de óbito neonatal de irmão com 22 dias após cirurgia intestinal, tem peso e estatura &lt; percentil 3, o que mostra um processo crônico. No exame físico está descorado 2+, tem estertores subcrepitantes difusos em pulmões, abdome distendido com hepatomegalia levemente endurecida. Portanto, um lactente com diarreia crônica + passado de infecções respiratórias + ausculta alterada + hepatomegalia com alteração de consistência hepática, todos esses dados nos faz pensar na hipótese diagnóstica de fibrose cística. Para dar o diagnóstico de fibrose cística solicitamos o teste do suor, em que dosamos o sódio e cloro no suor, estando alterado principalmente o cloro, resposta letra B.";A) Retirar o leite de vaca.;B) Dosar sódio e cloro no suor.;C) Dosar IgA e anticorpo anti-gliadina.;D) Realizar coprocultura.;;
UNICAMPSPSP2019R11Q42;;https://vimeo.com/436124762;" 
 Temos aqui uma criança que colheu exame de fezes por quadro diarreico e teve como resultado trofozoítos de Giárdia lamblia e Entamoeba histolytica. Precisamos de uma droga que atue contra esses dois agentes, que é o metronidazol, resposta letra D. A – INCORRETA, teclozam é interessante apenas para Entamoeba histolytica, trata apenas amebíase; B – INCORRETA, tiabendazol é interessante para strongiloidíase e para larva mígrans; C – INCORRETA, praziquantel é tratamento de esquistossomose.";A) Teclozam.;B) Tiabendazol.;C) Praziquantel.;D) Metronidazol.;;
UNICAMPSPSP2019R12Q66;;https://vimeo.com/436126917;" 
 As doenças relacionadas ao trabalho que são de notificação compulsória são: cânceres, dermatoses, DORT (doença osteoarticular relacionada ao trabalho) e LER (lesão por esforço repetitivo), transtornos mentais, PAIR (perda auditiva induzida pelo ruído) e as pneumoconioses. São de notificação compulsória por demostrarem que há algo grave e não esperado que está acontecendo no local de trabalho (evento sentinela), sendo necessário intervenção, para evitar que outros trabalhadores passem a desenvolver esses agravos (prevenção). Portanto, resposta letra A. B – INCORRETA, nenhuma das doenças comentadas são transmissíveis; C – INCORRETA, primeiro temos que reconhecer a doença para depois emitir a comunicação de acidente de trabalho; D – INCORRETA, se alguma dessas doenças está acontecendo, tem que ser feita uma vistoria no local de trabalho para identificar e eliminar o fator de risco.";A) Eventos sentinelas e podem ser prevenidas.;B) Doenças que podem ser transmitidas para os demais trabalhadores.;C) Reconhecidas quando a Comunicação de Acidente de Trabalho é emitida.;D) Doenças que dispensam a visita no local de trabalho, quando notificadas.;;
UNICAMPSPSP2019R12Q67;;https://vimeo.com/436125757;" 
 Questão pede a alternativa que apresenta apenas zoonoses, ou seja, doenças que são transmitidas de animais para homens, seja de forma direta ou indireta. A – INCORRETA, difteria não é zoonose; B – INCORRETA, sarampo não é zoonose; C – CORRETA, todas são transmitidas por animais; D – INCORRETA, legionelose e caxumba não são transmitidas por animais. Leptospirose é transmitida pela urina do rato; febre amarela é transmitida pelos mosquitos haemagogus e sabethes; a dengue é transmitida pelo Aedes aegypti; malária é transmitida pelo mosquito anopheles; leishmania é transmitida pelo mosquito lutzomyia; toxoplasmose é transmitida pelas fezes de gatos ou carne malcozida; doença de chagas é transmitida pelo barbeiro; raiva é transmitida por diversos animais; criptococose é transmitida pelos pombos; febre maculosa é uma bactéria transmitida pelo carrapato; legionelose é transmitida a partir de ar-condicionado mal conservado que permitem a proliferação da bactéria;";A) Difteria, leptospirose, febre amarela e dengue.;B) Dengue, sarampo, malária e leishmaniose.;C) Doença de Chagas, raiva, criptococose, febre maculosa.;D) Legionelose, leptospirose, caxumba, toxoplasmose.;;
UNICAMPSPSP2019R12Q68;;https://vimeo.com/436127056;" 
 O enunciado fala sobre doenças raras que demandam tratamentos muito caros, fazendo com que muitas vezes o fornecimento do tratamento para essas doenças só seja feito após medidas judiciais. A princípio pode surgir o pensamento de que o princípio do SUS afetado é a Universalidade, pois ao gastar muito dinheiro para tratar poucos pacientes com doença rara, muitos pacientes com doenças mais simples vão ficar sem tratamento por falta de verba. Esse é um pensamento de certa forma correto, pois de fato isso pode acontecer, mas o enunciado não fala dessa contrapartida do tratamento das doenças raras, ele fala que por vezes, para conseguir o tratamento dessas doenças raras o paciente tem que entrar com medidas judiciais e isso é a quebra do princípio da equidade, pois segundo a equidade pessoas com necessidade diferentes vão receber cuidados diferentes, se uma pessoa precisa de mais recurso ela vai receber mais recurso, enquanto outra que precisa menos, vai receber menos, por isso, o princípio do SUS que está sendo afetado é o princípio da Equidade. Resposta letra D.";A)  Acessibilidade;B) Integralidade;C) Universalidade;D) Equidade;;
UNICAMPSPSP2019R12Q69;;https://vimeo.com/436126714;" 
 As pneumoconioses abordadas nas provas de residência médica são basicamente 2, a silicose e a asbestose. A silicose está relacionada aos trabalhadores que usam jateamento de areia, que ao aspirar as partículas de sílica, podem desenvolver a silicose, doença que vai ter um padrão no Rx de tórax de fibrose nodular em região de ápice pulmonar, também podemos encontrar no exame de imagem as calcificações dos linfonodos peri-hilares em casca de ovo, é importante saber que esses pacientes têm maior predisposição a ter tuberculose. A asbestose é causado pelo asbesto/amianto, material usado na construção de telhas e caixas d’água, que foi proibido no Brasil a partir de 2017, nesses pacientes o padrão no Rx vai ser de fibrose difusa com predomínio em bases, também podem ser encontradas placas pleurais calcificadas, é importante saber que esses pacientes tem maior risco de desenvolver o câncer mesotelioma de pleura. Para dar o diagnóstico dessas doenças temos que ter uma história ocupacional por um período de tempo compatível e um Rx com os achados descritos acima, portanto, resposta letra C. A – INCORRETA, a prova de função pulmonar não vai conseguir dar um diagnóstico diferencial entre as pneumoconioses e outras doenças; B – INCORRETA, a TC pode ser usada no lugar do Rx, mas o lavado bronco-alveolar não é um bom exame para as pneumoconioses; D – INCORRETA, como dito na letra A, a prova de função pulmonar/espirometria não vai ser um bom exame. Nos casos em que não se consegue chegar em um diagnóstico, podemos fazer a biópsia, que vai demostrar as partículas que têm no pulmão do paciente.";A) História ocupacional, prova de função pulmonar.;B) Tomografia computadorizada de alta resolução, lavado bronco-alveolar.;C) História ocupacional e radiograma tórax.;D) Espirometria e tomografia computadorizada de alta resolução.;;
UNICAMPSPSP2019R12Q70;;https://vimeo.com/436127240;" 
 Questão abordando a profilaxia para raiva, que nos dá 4 pacientes diferentes e nos pede a conduta para eles, vamos lá:  1 - como o paciente é um veterinário, ele está a todo momento exposto, por isso ele precisa de profilaxia pré-exposição, que vai ser com 3 doses; 2 – temos aqui uma mordedura em região que não é de risco, por um animal que não é de risco e em local com raiva controlada, então vamos apenas acompanhar o animal por 10 dias; 3 – lambedura de ferimentos e/ou mucosas é considerada como de alto risco, por isso a paciente deve receber o soro e a vacina em 4 doses; 4 – o morcego é considerado um animal de altíssimo risco, por isso, QUALQUER contato com morcego é considerado de alto risco e portanto o paciente vai precisar do soro e da vacina em 4 doses. Resposta letra A.";A) Três doses pré-exposição, observação do animal por 10 dias, sorovacinação com 4 doses de vacina, sorovacinação com 4 doses de vacina.;B) Nada a fazer, sorovacinação com 6 doses de vacina, observação do animal por 10 dias, sorovacinação com 6 doses de vacina;C) Três doses pré-exposição, observação do animal por 10 dias, observação do animal por 30 dias, vacinação com 4 doses.;D) Nada a fazer, vacinação com 4 doses, sorovacinação com 8 doses de vacina, sorovacinação com 4 doses de vacina.;;
SESPEPE2018R12Q96;;https://vimeo.com/436125881;" 
 Questão que pede para calcularmos a especificidade da Enzima A de acordo com os dados apresentados. Temos que lembrar que para calcular a especificidade de um teste nós dividimos o número de pacientes que deram negativo para o teste (verdadeiros negativos) pelo número total de pacientes que não estão doentes (sadios). Usando os dados da questão temos que o total de sadios é 200 – 180 = 20 pacientes sadios. Para calcular os verdadeiros negativos temos que subtrair os falso positivos dos sadios, para chegar nos falso positivos subtraímos os que realmente estavam doentes (160) de todos que positivaram no teste (172), tendo como resultado 172 – 160 = 12, portanto, 12 foram os falso positivos (pacientes que eram sadios, mas que o teste deu como positivo). Agora podemos pegar os verdadeiros negativos pela subtração dos 12 que eram falso positivos de todos os sadios (20), tendo como resultado 20 – 12 = 8 pacientes. Como a especificidade é a divisão dos verdadeiros negativos por todos os sadios, temos que a especificidade é: 8 ÷ 20 = 40%, resposta letra B.";A) 88,9%;B) 40,0%;C) 93,0%;D) 28,6%;E) 86,0%;
SESPEPE2018R12Q97;;https://vimeo.com/436126034;" 
 Questão nos dá os sistemas de informação SINASC e SIM e pergunta o que dá para calcular com eles, vamos lá: A – INCORRETA, coeficiente de mortalidade geral é a divisão de todas as mortes (temos pelo SIM) pela população total (não temos), coeficiente de mortalidade infantil é calculado pela divisão de mortes em menores de 01 ano (temos pelo SIM) pelo número de nascidos vivos (temos pelo SINASC), então dá para calcular esse coeficiente; B – INCORRETA, razão de mortalidade materna é calculado pela divisão de mortes maternas obstétricas (temos pelo SIM) dividido pelo número de nascidos vivos (temos pelo SINASC), portanto é possível calcular essa razão, coeficiente de letalidade é a divisão de mortes por uma doença (temos pelo SIM) dividido pelo total de casos da doença (não temos); C – CORRETA, o índice de Swaroop-Uemura é calculado dividindo o total de mortos acima de 50 anos por todas as mortes (temos ambos os dados pelo SIM), e já vimos que dá para calcular o coeficiente de mortalidade infantil; D – INCORRETA, vimos que não dá para calcular coeficiente de mortalidade geral; E – INCORRETA, vimos que não da para calcular o coeficiente de letalidade.";A) Coeficiente de Mortalidade Geral e Coeficiente de Mortalidade Infantil.;B) Índice (Razão) de Mortalidade Materna e Coeficiente de Letalidade.;C) Índice de Swaroop e Uemura e Coeficiente de Mortalidade Infantil.;D) Coeficiente de Mortalidade Geral e Índice (Razão) de Mortalidade Materna.;E) Coeficiente de Mortalidade Geral e Coeficiente de Letalidade.;
SESPEPE2018R12Q98;;https://vimeo.com/436126225;" 
 O viés de seleção é um erro sistemático cometido quando selecionamos 2 grupos de pessoas para participar de um estudo, portanto, para pode ter viés de seleção o estudo tem que comparar 2 grupos, logo, os itens C, D e E estão INCORRETOS, pois apresentam estudos em que não se comparam grupos. Nos resta o coorte e o caso-controle, como no coorte nós partimos dos fatores de risco para poder chegar em um desfecho, conseguimos escolher grupos mais homogêneos e por isso tem menor viés de seleção, já no caso-controle, partimos do desfecho e vamos atrás dos fatores de risco, então a chance de ter pessoas com contextos epidemiológicos e clínicos diferentes é maior, pois ainda não conhecemos os fatores de risco que levaram ao desfecho. Resposta letra B.";A) Coorte.;B) Caso-controle.;C) Correlação ecológica.;D) Série de casos.;E) Transversais.;
SESPEPE2018R12Q99;;https://vimeo.com/436126407;" 
 O cálculo da letalidade é feito através da divisão do número de mortes pela doença pelo total de doentes da doença, então se a letalidade é alta, o risco de morrer entre os portadores da doença é alto, resposta letra E. A – INCORRETA, a probabilidade de adoecer tem relação com a patogenicidade, que é a capacidade do agente produzir doença/sintoma; B – INCORRETA, o coeficiente de mortalidade se relaciona também com a incidência da doença, logo, se uma doença tem baixa incidência e alta letalidade, seu coeficiente de mortalidade vai ser baixo pois poucas pessoas pegaram a doença; C – INCORRETA, a infectividade é a capacidade de uma agente penetrar e se reproduzir dentro de um hospedeiro, não necessariamente vai causar doença e/ou morte; D – INCORRETA, sequelas tem relação com a imunogenicidade da doença, pois se um agente é muito imunogênico, ele produz muita resposta inflamatória, que consequentemente resulta em mais sequelas.";A) cuja probabilidade de adoecer é alta.;B) em que o coeficiente de mortalidade também é alto.;C) que apresenta alta infectividade.;D) em que a probabilidade de produzir sequelas é alta.;E) em que o risco de morrer entre os portadores da doença é alto.;
SESPEPE2018R12Q100;;https://vimeo.com/436126545;" 
 Questão pede a alternativa que contempla o cálculo da taxa de prevalência de Sífilis em um local em um período, vamos avaliar as alternativas: A – INCORRETA, se considerarmos todos com VDRL positivo como tendo sífilis, aqui estaríamos calculado a letalidade da doença; B – INCORRETA, aqui estamos calculando o coeficiente de mortalidade por sífilis, que é quando dividimos o número de mortes por uma certa “causa”, dividida pela população total exposta ao risco de ter a “causa”; C – INCORRETA, não existe um coeficiente que use esse tipo de cálculo; D – INCORRETA, aqui estamos calculando o índice de mortalidade por sífilis, que é calculado pela divisão de uma “causa” de morte dividido por todas as mortes na população, tendo um resultado em porcentagem; E – CORRETA, temos aqui a divisão do número de casos de um agravo (sífilis) pela população exposta, que condiz com o cálculo da prevalência.";A) Número de óbitos por Sífilis ÷ número de pessoas VDRL positivas.;B) Número de óbitos por Sífilis ÷ população exposta ao risco de ser infectada por Sífilis.;C) Número de casos de Sífilis ÷ número de óbitos por Sífilis.;D) Número de óbitos por Sífilis ÷ número total de óbitos.;E) Número de casos de Sífilis ÷ população no meio do ano.;
UERJRJ2020R11Q2;;https://vimeo.com/435866974;Questão que aborda paciente com quadro súbito de palpitações e dispneia, apresentando, ao ECG, taquicardia regular com estreitamento do complexo QRS, ausência de onda P e frequência de disparos de 170 bpm. Sendo assim, os achados eletrocardiográficos apontam para a presença de taquicardia supraventricular, sendo a principal causa a taquicardia de reentrada nodal, observada pela presença de feixe anômalo. É importante lembrar que paciente com quadro de taquiarritmia, apresentando sinais de instabilidade hemodinâmica, deve ser submetido à cardioversão elétrica sincronizada imediata. Entretanto, como a questão aborda paciente com preservação da estabilidade hemodinâmica, deve-se atentar para a presença de ritmo regular ou irregular. No caso do ritmo irregular, com estreitamento de QRS, a principal suspeita é a de fibrilação atrial, devendo-se realizar o controle da frequência cardíaca. Para tal, pode-se fazer uso de bloqueadores de canais de cálcio ou betabloqueadores em pacientes sem cardiopatia ou apenas hipertensos ou portadores de DPOC compensada. Entretanto, utiliza-se a digoxina ou a amiodarona, diante de disfunção ventricular ou IC descompensada. Todavia, como a questão deixa claro que a paciente possui ritmo regular, deve ser realizada como conduta inicial a manobra vagal, pela alta chance de ser um quadro de taquicardia paroxística supraventricular (TPSV). Caso a manobra vagal não seja efetiva, deve-se administrar adenosina (1° dose de 6 mg e 2° dose de 12 mg). Mantendo-se refratária ao tratamento, pode-se fazer o uso de bloqueadores de canais de cálcio ou betabloqueadores (até mesmo amiodarona ou digoxina, caso haja cardiopatia estrutural ou disfunção ventricular), deixando a cardioversão elétrica como última escolha para a reversão do quadro. Diante dessa revisão, seguem as assertivas. ALTERNATIVA A – INCORRETA: Como dito anteriormente, a cardioversão imediata é realizada em pacientes com instabilidade hemodin;A) aplicação de cardioversão elétrica sincrônica de 100J.;B) administração intravenosa de 5mg/kg de amiodarona.;C) administração intravenosa de 6mg de adenosina.;D) passagem de marcapasso cardíaco transvenoso.;;
UERJRJ2020R11Q3;;https://vimeo.com/435867087;"É importante frisar que, em se tratando de realizações de provas, paciente com quadro súbito de déficit neurológico focal, sem diagnóstico, deve ser considerado vítima de acidente vascular cerebral. Nesse caso, deve-se manter saturação de oxigênio acima de 92%, garantir glicemia normal (hipoglicemia pode mimetizar AVC) e realizar exame de imagem, para analisar a natureza do acometimento. No AVC isquêmico, a tomografia de crânio, geralmente, mostra-se normal ou com presença de áreas de hipodensidade (cinzas). Em contrapartida, no AVC hemorrágico, poderá ser observada a presença de sangue no parênquima, em que é evidenciada uma área branca em meio ao conteúdo encefálico. Como é relatado na questão presença exame de imagem sem alterações e, além disso, o paciente apresenta importante fator (fibrilação atrial) para desenvolvimento de AVC isquêmico cardioembólico, esta se torna a principal suspeita diagnóstica. Nesses casos, a pressão arterial deve ser controlada, caso sejam flagrados valores superiores a 220 x 120 mmHg, ou 185 x 110 mmHg se for ser realizada trombólise. Vale lembrar que esse procedimento poderá ser realizado após o controle pressórico, a fim de diminuir os riscos de sangramento. Além disso, para a administração de trombolítico venoso ser efetuada, é necessário que o intervalo de tempo entre o início dos sintomas ou a última vez que o paciente tenha sido visto bem (assintomático) não tenha ultrapassado 4,5 horas. Entretanto, é importante conhecer as principais contraindicações a essa alternativa terapêutica: presença de hemorragia ou história de AVC hemorrágico prévio; HAS não controlada (? 185 x 110 mmHg); hipodensidade ? 1/3 em território da artéria cerebral média; história de TCE grave, AVC isquêmico, neurocirurgia craniana ou na coluna, nos últimos três meses; neoplasia intracraniana ou do trato gastrointestinal; sangramento do trato gastrointestinal, nos últimos 21 dias; endocar";A) complementar avaliação com ressonância magnética de encéfalo.;B) infundir insulina de ação rápida por via intravenosa.;C) administrar ácido acetilsalicílico.;D) iniciar trombólise com rtPA.;;
UERJRJ2020R11Q7;;https://vimeo.com/435867141;Questão que aborda paciente idosa, hipertensa e tabagista, em curso de quadro clínico clássico de meningite bacteriana (cefaleia, febre, rigidez de nuca, crise convulsiva), que foi confirmado através do estudo do LCR (pressão de saída elevada, aspecto turvo, leucocitose com predomínio de polimorfonucleares, consumo da glicose). Considerando-se o tratamento escolhido para o caso, com vancomicina, ceftriaxone, ampicilina e dexametasona, busca-se o patógeno que justificaria o uso da ampicilina. ALTERNATIVA A – CORRETA: Diante de quadro de meningite em crianças menores que 3 meses e pacientes idosos, deve-se utilizar a ampicilina no esquema terapêutico a fim de realizar cobertura para a Listeria monocytogenes. ALTERNATIVA B – INCORRETA: Como a meningite constitui uma infecção grave, utiliza-se a vancomicina com a ideia de cobertura para pneumococo resistente. ALTERNATIVAS C e D – INCORRETAS: O hemófilos e o meningococo justificariam o uso da ceftriaxona. Vale lembrar que o histórico de hipertensão arterial não constitui fator de risco ao desenvolvimento de meningite por hemófilos.;A) Listeria monocytogenes / idade da paciente.;B) Streptococcus pneumoniae / DPOC pelo tabagismo.;C) Haemophilus influenzae / histórico de hipertensão arterial.;D) Neisseria meningitidis / intensa proteinorraquia documentada.;;
UERJRJ2020R11Q8;;https://vimeo.com/435867208;"Questão que aborda paciente protótipo para enxaqueca (migrânea). Este tipo de cefaleia primária costuma acometer mulheres, em geral, de idade jovem (adolescência ou início da idade adulta), de característica hemicraniana e pulsátil, de moderada a forte intensidade, durando de 4 a 72 horas, com sinais prodrômicos (náuseas, escótomas, foto ou fonofobia), que atrapalha as atividades diárias e pode estar relacionada ao ciclo menstrual. Embora seja bastante comum em questões de provas a abordagem de paciente que apresenta aura, em associação com a enxaqueca, para tornar o quadro mais clássico. É importante salientar que, na maior parte dos casos (75 a 80%), o acometimento se apresenta sem aura. O diagnóstico dessa condição pode ser obtido por meio de pelo menos cinco crises durando 4 -72 horas (sem tratamento ou com tratamento ineficaz), que preencha:

 	Ao menos duas das seguintes características: localização unilateral; caráter pulsátil; intensidade moderada ou forte (incapacitante); exacerbada por ou levando o indivíduo a evitar atividades físicas rotineiras (por exemplo, caminhar ou subir escada);
 	OU durante a crise, pelo menos um dos seguintes sintomas: náusea e/ou vômitos; fotofobia e fonofobia.

Sendo assim, diante do exposto, segue a análise das assertivas. ALTERNATIVA A – CORRETA: A presença de fotofobia e fonofobia constitui critério diagnóstico para enxaqueca. ALTERNATIVA B – INCORRETA: A presença de náuseas e/ou vômitos também constitui critério diagnóstico para enxaqueca. ALTERNATIVA C – INCORRETA: A presença de sinais autonômicos, como hiperemia conjuntival e miose, constitui um achado das cefaleias trigêmino-autonômicas, como a cefaleia em salvas e a hemicrania. ALTERNATIVA D – INCORRETA: Como dito anteriormente, a migrânea costuma piorar com a atividade física.";A) fonofobia e fotofobia durante as crises.;B) anorexia isolada, sem náuseas ou vômitos.;C) hiperemia conjuntival e miose ipsilateral à dor.;D) alívio da dor ao subir escadas ou fazer atividade física similar.;;
USPSP2020R11Q61;;https://vimeo.com/435867220;;A) Colite pseudomembranosa.;B) Trombose venosa mesentérica.;C) Úlcera péptica perfurada.;D) Diverticulite complicada.;;
